time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-11-24T14:16:36.710Z,33.227,72.7675,37.81,4.5,mb,,249,0.595,1.47,us,us10007c3e,2017-02-15T23:21:39.040Z,"33 km NNW of Chakwal, Pakistan",earthquake,11,12,0.136,16,reviewed,us,us
2016-10-23T15:56:41.960Z,26.0659,90.2619,24.31,4.6,mb,,127,1.52,0.7,us,us20007g8h,2017-01-20T00:31:03.040Z,"5 km NW of Lakhipur, India",earthquake,9.6,6.3,0.088,38,reviewed,us,us
2016-10-20T04:53:53.420Z,30.8984,69.8069,29.96,4.8,mb,,115,3.688,0.73,us,us20007fiq,2017-01-15T01:13:52.040Z,"59 km SE of Zhob, Pakistan",earthquake,7.2,5.4,0.075,54,reviewed,us,us
2016-10-01T08:04:34.330Z,34.9048,73.6822,10,5.4,mb,,54,1.297,0.86,us,us10006ucc,2020-07-10T15:10:58.372Z,"62 km NNE of Muzaffar?b?d, Pakistan",earthquake,7,1.8,0.046,160,reviewed,us,us
2016-09-10T00:46:18.380Z,30.2163,82.6753,35,4.9,mb,,92,3.402,0.89,us,us10006nhy,2016-12-07T02:56:08.040Z,"114 km NNE of Jumla, Nepal",earthquake,7.2,1.9,0.048,138,reviewed,us,us
2016-09-05T04:50:14.360Z,34.7371,73.098,25.92,4.7,mb,,59,1.093,0.9,us,us10006kfz,2016-12-03T02:54:43.040Z,"9 km NE of Battagram, Pakistan",earthquake,7.1,5.2,0.06,86,reviewed,us,us
2016-09-02T08:19:53.300Z,34.6817,72.9636,34.89,4.5,mb,,65,1.059,0.93,us,us10006jl2,2016-12-03T02:54:34.040Z,"1 km W of Shingli Bala, Pakistan",earthquake,6.1,4.7,0.127,18,reviewed,us,us
2016-08-31T09:25:06.570Z,34.339,86.186,30.29,4.7,mb,,36,6.241,0.53,us,us10006j0u,2016-11-29T01:28:48.040Z,"western Xizang",earthquake,6.1,4.5,0.06,85,reviewed,us,us
2016-08-27T01:35:05.900Z,31.4834,77.6806,10,4.5,mb,,152,4.306,0.69,us,us20006ufn,2016-11-29T01:28:41.040Z,"6 km NE of R?mpur, India",earthquake,9,1.9,0.091,36,reviewed,us,us
2016-08-27T01:14:30.110Z,31.4746,77.7102,10,4.6,mb,,106,4.332,0.8,us,us20006ufk,2016-11-29T01:28:41.040Z,"8 km ENE of R?mpur, India",earthquake,7.5,1.3,0.066,69,reviewed,us,us
2016-08-14T13:10:14.840Z,34.3389,86.1993,25.32,4.5,mb,,121,10.757,0.49,us,us10006dre,2016-11-15T02:21:48.040Z,"western Xizang",earthquake,11.5,6,0.128,18,reviewed,us,us
2016-08-12T00:46:24.080Z,34.4055,86.2891,10,4.7,mb,,63,6.231,0.73,us,us10006d57,2016-11-15T02:21:45.040Z,"western Xizang",earthquake,2.9,1.8,0.047,136,reviewed,us,us
2016-08-11T01:01:05.900Z,34.3687,86.2515,29.39,4.7,mb,,81,12.769,0.79,us,us10006e2z,2018-07-05T15:47:24.526Z,"western Xizang",earthquake,10.9,2.4,0.097,32,reviewed,us,us
2016-08-04T02:20:06.480Z,35.2761,69.1851,10,4.6,mb,,75,0.742,0.84,us,us100069ys,2016-10-19T04:52:22.040Z,"18 km NNW of Jabal os Saraj, Afghanistan",earthquake,3.1,1.9,0.103,28,reviewed,us,us
2016-08-01T13:38:32.850Z,31.3148,76.9876,35.06,4.5,mb,,118,3.911,1.38,us,us10006acy,2016-10-19T04:52:06.040Z,"15 km WNW of Seoni, India",earthquake,8.8,6.9,0.164,11,reviewed,us,us
2016-07-17T11:53:57.580Z,31.3474,74.4464,60.73,4.5,mb,,146,2.503,0.8,us,us20006fcp,2020-07-10T16:32:20.000Z,"7 km ESE of Kahna Nau, Pakistan",earthquake,10.3,5,0.087,39,reviewed,us,us
2016-06-30T20:50:36.800Z,30.0569,70.2698,10,4.5,mb,,134,4.589,1.02,us,us10005ywq,2016-08-31T03:08:24.040Z,"35 km W of Dera Ghazi Khan, Pakistan",earthquake,9.6,1.9,0.059,85,reviewed,us,us
2016-06-29T09:10:28.860Z,29.5553,81.1306,9.03,4.6,mb,,77,4.111,0.46,us,us200067x7,2016-08-31T03:08:22.040Z,"37 km NNE of Dipayal, Nepal",earthquake,7.2,2.7,0.077,50,reviewed,us,us
2016-06-27T14:53:00.680Z,28.7638,87.4704,10,4.7,mb,,82,2.17,0.58,us,us10005z6t,2016-08-31T03:08:19.040Z,"110 km NE of Lobujya, Nepal",earthquake,7.7,1.8,0.082,45,reviewed,us,us
2016-06-27T05:27:43.810Z,32.1823,69.6512,46.92,4.6,mb,,89,2.406,0.61,us,us2000674d,2016-08-31T03:08:18.040Z,"14 km SSE of Wana, Pakistan",earthquake,8,5.8,0.064,74,reviewed,us,us
2016-06-21T16:47:15.930Z,35.444,74.255,35,4.5,mb,,82,2.95,0.75,us,us200066k5,2016-08-27T02:15:33.040Z,"52 km S of Gilgit, Pakistan",earthquake,8.7,1.9,0.083,42,reviewed,us,us
2016-05-28T09:39:10.850Z,28.0097,85.4237,10,4.6,mb,,67,0.311,0.86,us,us20005ysr,2016-11-28T03:15:00.070Z,"34 km NNW of Nagarkot, Nepal",earthquake,5.7,1.7,0.053,107,reviewed,us,us
2016-05-22T02:05:54.680Z,28.5654,87.4796,4.44,5.1,mb,,39,2.091,0.71,us,us10005j6d,2016-08-03T22:33:41.040Z,"94 km NE of Lobujya, Nepal",earthquake,5.5,2.9,0.039,213,reviewed,us,us
2016-05-22T01:48:48.130Z,28.4538,87.5326,9.36,5.4,mwc,,36,2.093,0.9,us,us10005j6b,2016-11-10T22:15:52.322Z,"89 km NE of Lobujya, Nepal",earthquake,6.5,3.5,,,reviewed,us,gcmt
2016-05-22T01:32:31.690Z,28.4767,87.5067,6.99,4.5,mb,,89,2.08,0.73,us,us10005j69,2016-08-03T22:33:41.040Z,"89 km NE of Lobujya, Nepal",earthquake,6.9,4,0.067,66,reviewed,us,us
2016-05-11T08:52:47.570Z,28.0545,84.5639,15.99,4.5,mb,,73,5.984,0.63,us,us10005ggl,2016-07-20T18:10:53.040Z,"43 km NNE of Bharatpur, Nepal",earthquake,8.7,4.2,0.087,38,reviewed,us,us
2016-05-11T01:19:42.320Z,27.9448,84.9277,10.23,4.5,mb,,104,0.414,1.04,us,us10005ihi,2016-07-20T18:10:52.040Z,"45 km NW of Kirtipur, Nepal",earthquake,5.9,5.3,0.076,50,reviewed,us,us
2016-05-08T10:13:50.900Z,34.7921,86.6563,10,4.7,mb,,95,9.814,0.73,us,us10005fuk,2016-07-20T18:10:48.040Z,"western Xizang",earthquake,9.8,1.8,0.057,94,reviewed,us,us
2016-04-05T07:42:24.390Z,25.7595,90.5452,10,5,mb,,37,1.198,0.81,us,us20005fj8,2016-06-17T21:45:34.040Z,"38 km SE of Lakhipur, India",earthquake,5.1,1.7,0.048,140,reviewed,us,us
2016-03-02T06:35:11.210Z,29.7391,69.9154,10,4.6,mb,,97,4.834,0.84,us,us10004u08,2016-05-06T23:34:23.040Z,"41 km ESE of Barkhan, Pakistan",earthquake,8.6,1.9,0.081,45,reviewed,us,us
2016-02-24T09:22:16.670Z,27.8322,85.7365,10,4.7,mb,,49,0.391,0.71,us,us10004sb7,2016-05-03T23:44:20.040Z,"24 km ENE of Nagarkot, Nepal",earthquake,6.5,1.9,0.073,57,reviewed,us,us
2016-02-21T18:10:00.970Z,27.9633,84.6943,16.72,5.1,mb,,39,0.604,0.87,us,us10004rjm,2016-05-03T23:44:15.040Z,"40 km NE of Bharatpur, Nepal",earthquake,7,4.5,0.059,94,reviewed,us,us
2016-02-09T02:29:04.040Z,30.8319,86.284,32.43,4.7,mb,,95,7.188,0.92,us,us20004yx3,2016-04-19T01:33:25.040Z,"195 km NNE of Saga, China",earthquake,9.4,5.3,0.075,53,reviewed,us,us
2016-02-05T16:20:11.740Z,27.8782,85.3377,23.53,5.2,mb,,44,0.166,0.82,us,us20004y4t,2020-07-10T16:22:31.100Z,"19 km N of Kathmandu, Nepal",earthquake,9.2,4.4,0.052,120,reviewed,us,us
2016-02-02T13:20:36.750Z,34.7456,89.2272,11.97,4.5,mb,,155,13.126,0.67,us,us20004y3z,2016-04-14T22:51:41.040Z,"Xizang-Qinghai border region",earthquake,17,5.9,0.119,21,reviewed,us,us
2016-01-21T19:22:43.590Z,28.0269,85.0515,19.01,4.5,mb,,96,0.391,0.81,us,us10004g5f,2016-04-06T17:30:30.040Z,"Xizang-Nepal border region",earthquake,7.4,4.4,0.068,64,reviewed,us,us
2015-12-29T00:07:03.970Z,34.9819,73.0507,48.92,4.7,mb,,50,1.34,0.87,us,us10004a65,2016-03-18T01:13:05.040Z,"Pakistan",earthquake,6.4,7,0.078,49,reviewed,us,us
2015-12-18T22:16:56.550Z,29.3985,81.6541,10,5.4,mb,,34,3.632,0.8,us,us1000488j,2016-11-10T22:05:02.645Z,"53 km WNW of Jumla, Nepal",earthquake,7.5,1.8,0.035,274,reviewed,us,us
2015-12-15T02:35:15.500Z,23.8301,86.5783,14.79,4.5,mb,,171,5.101,0.5,us,us10004846,2020-07-10T14:53:57.468Z,"6 km E of Gobindpur, India",earthquake,12.3,5.6,0.144,14,reviewed,us,us
2015-11-27T11:40:34.340Z,34.8307,73.9303,5,5,mb,,39,1.298,0.91,us,us100041q3,2016-02-25T22:32:57.040Z,"66 km NE of Muzaffar?b?d, Pakistan",earthquake,3.3,3.7,0.076,56,reviewed,us,us
2015-11-25T05:02:06.220Z,29.6929,89.8692,77.42,4.7,mb,,102,1.094,0.57,us,us1000415j,2016-02-18T04:48:54.040Z,"87 km WSW of Dêqên, China",earthquake,8.4,6.6,0.077,51,reviewed,us,us
2015-11-24T12:24:15.590Z,28.1552,84.7587,8.19,4.6,mb,,60,0.661,0.96,us,us100040q1,2016-02-18T04:48:52.040Z,"Nepal",earthquake,6.2,4.5,0.079,48,reviewed,us,us
2015-11-19T04:15:52.600Z,27.8525,85.6776,16.51,5,mb,,49,0.349,0.79,us,us10003zfw,2016-02-18T04:48:42.040Z,"21 km NE of Nagarkot, Nepal",earthquake,6.5,3.9,0.053,115,reviewed,us,us
2015-11-02T17:03:05.830Z,32.0564,69.5481,39.95,4.6,mb,,143,2.513,0.95,us,us200041cm,2016-01-30T02:11:03.040Z,"26 km S of Wana, Pakistan",earthquake,9.2,6.6,0.092,35,reviewed,us,us
2015-11-02T13:40:36.200Z,32.0869,69.5562,44.73,5,mb,,26,2.484,0.7,us,us200041b0,2016-11-10T21:58:18.815Z,"23 km S of Wana, Pakistan",earthquake,3.6,4.8,0.045,156,reviewed,us,us
2015-10-23T00:36:53.210Z,29.5365,70.2972,26.87,4.5,mb,,133,4.821,0.65,us,us20004064,2016-01-22T23:41:10.040Z,"8 km WSW of Dajal, Pakistan",earthquake,9.8,6.2,0.113,23,reviewed,us,us
2015-10-23T00:27:39.560Z,29.6377,70.326,11,5.6,mww,,38,4.722,0.88,us,us10003qv5,2020-07-10T14:47:33.737Z,"10 km NNW of Dajal, Pakistan",earthquake,7.9,1.8,,,reviewed,us,us
2015-10-12T15:39:07.360Z,28.9796,86.3729,10,4.5,mb,,57,1.088,0.79,us,us10003n1q,2016-01-11T21:07:22.040Z,"117 km ESE of Saga, China",earthquake,2.4,1.8,0.066,67,reviewed,us,us
2015-10-09T20:29:56.020Z,28.8544,86.469,10,4.9,mb,,60,0.942,0.96,us,us10003mkt,2016-01-11T21:07:17.040Z,"105 km NNW of Lobujya, Nepal",earthquake,4.8,1.8,0.046,149,reviewed,us,us
2015-10-05T16:18:02.750Z,31.4974,86.4956,10,4.5,mb,,109,3.537,1.05,us,us10003nl9,2016-01-04T22:29:14.040Z,"270 km NNE of Saga, China",earthquake,4.5,1.9,0.097,31,reviewed,us,us
2015-10-05T07:33:21.920Z,27.6395,86.0343,10,4.5,mb,,138,0.641,0.92,us,us10003kcl,2016-01-04T22:29:12.040Z,"36 km SSE of Kod?ri??, Nepal",earthquake,6.4,1.8,0.07,60,reviewed,us,us
2015-09-29T09:27:17.090Z,29.996,80.3737,35,4.6,mb,,126,4.895,1.05,us,us10003iqz,2015-12-28T23:08:49.040Z,"21 km NW of Dh?rchula, India",earthquake,8.8,1.5,0.083,43,reviewed,us,us
2015-09-16T11:10:08.400Z,35.3339,78.5062,10,4.9,mb,,77,4.639,0.8,us,us20003jxe,2015-12-12T00:42:55.040Z,"154 km NNE of Leh, India",earthquake,7.6,1.8,0.059,89,reviewed,us,us
2015-09-15T22:38:31.950Z,35.3587,78.4343,10,4.6,mb,,77,4.593,0.75,us,us20003juf,2015-12-12T00:42:54.040Z,"153 km NNE of Leh, India",earthquake,7.7,1.9,0.08,47,reviewed,us,us
2015-08-30T13:17:34.680Z,27.6519,85.6673,10,4.5,mb,,83,0.317,0.67,us,us1000365l,2015-12-01T00:36:04.040Z,"12 km ENE of Dhulikhel, Nepal",earthquake,4.6,1.8,0.06,81,reviewed,us,us
2015-08-23T09:02:05.080Z,27.8355,86.0795,10,5,mb,,51,0.659,0.63,us,us100034be,2015-11-24T02:09:30.040Z,"18 km SE of Kod?ri??, Nepal",earthquake,7.6,1.7,0.044,166,reviewed,us,us
2015-08-15T18:11:39.530Z,27.7023,85.9473,10,4.7,mb,,75,0.56,0.86,us,us100032lr,2015-11-17T00:13:30.040Z,"28 km S of Kod?ri??, Nepal",earthquake,5.1,1.7,0.052,111,reviewed,us,us
2015-08-14T13:48:30.210Z,34.6642,73.3111,29.17,4.5,mb,,82,1.011,0.92,us,us1000329w,2015-11-17T00:13:27.040Z,"26 km NNE of Baffa, Pakistan",earthquake,7,5.7,0.128,18,reviewed,us,us
2015-08-14T13:02:26.290Z,27.5691,86.086,10,4.6,mb,,144,0.698,1.04,us,us100036bf,2015-11-17T00:13:27.040Z,"45 km SSE of Kod?ri??, Nepal",earthquake,5.3,2,0.182,9,reviewed,us,us
2015-08-05T21:04:28.690Z,35.6223,81.5677,10,4.8,mb,,63,6.77,0.68,us,us10002y9z,2015-10-30T02:47:51.040Z,"220 km SE of Hotan, China",earthquake,7.2,1.8,0.054,104,reviewed,us,us
2015-07-24T21:30:07.260Z,33.3021,73.3002,39.11,4.6,mb,,162,0.348,1.24,us,us20002zza,2015-10-22T20:04:57.040Z,"5 km N of Gujar Khan, Pakistan",earthquake,8.8,7.1,0.122,20,reviewed,us,us
2015-07-24T20:59:54.120Z,33.8564,73.1926,17.03,5.1,mwr,,28,0.214,1.13,us,us20002zz3,2020-07-10T16:13:03.258Z,"19 km WSW of Murree, Pakistan",earthquake,6.1,3.9,0.054,33,reviewed,us,us
2015-07-14T05:46:15.620Z,34.3654,73.738,25.36,4.5,mb,,116,0.812,1.37,us,us20002xcp,2015-10-09T20:19:17.040Z,"24 km E of Muzaffar?b?d, Pakistan",earthquake,6.5,6.3,0.18,9,reviewed,us,us
2015-07-03T20:04:07.080Z,27.7236,84.9064,3.36,4.5,mb,,93,0.362,0.86,us,us10002nbj,2015-09-30T00:20:54.040Z,"34 km NNW of Hetauda, Nepal",earthquake,7.2,4.2,0.065,69,reviewed,us,us
2015-07-02T07:18:24.020Z,34.4513,73.7102,10,5.3,mb,,40,0.878,1.05,us,us10002mzg,2015-09-30T00:20:50.040Z,"23 km ENE of Muzaffar?b?d, Pakistan",earthquake,5.3,1.8,0.06,92,reviewed,us,us
2015-06-28T23:57:15.530Z,28.0316,86.056,10,4.7,mb,,94,0.728,1.26,us,us10002m90,2015-09-02T22:37:23.040Z,"12 km NE of Kod?ri??, Nepal",earthquake,6.8,1.9,0.062,78,reviewed,us,us
2015-06-28T01:05:28.560Z,26.6384,90.41,26,5.1,mwb,,36,1.682,0.99,us,us10002m67,2020-07-10T14:40:56.784Z,"18 km N of B?sugaon, India",earthquake,6.7,1.8,0.083,14,reviewed,us,us
2015-06-20T12:23:05.580Z,28.5523,82.6319,10,4.7,mb,,92,2.513,0.61,us,us10002khh,2015-09-01T00:53:51.040Z,"41 km NNE of Besisahar, Nepal",earthquake,8.2,1.8,0.056,97,reviewed,us,us
2015-06-13T01:18:30.200Z,27.6326,86.0709,10,4.8,mb,,40,0.674,0.68,us,us20002pk4,2015-08-20T00:43:55.040Z,"38 km SSE of Kod?ri??, Nepal",earthquake,6.6,1.9,0.057,94,reviewed,us,us
2015-06-11T16:12:20.290Z,27.8321,85.5836,24.49,4.8,mb,,76,0.265,0.61,us,us20002p1y,2015-08-20T00:43:54.040Z,"14 km NNE of Nagarkot, Nepal",earthquake,8,1.4,0.052,114,reviewed,us,us
2015-05-31T16:55:50.180Z,33.1388,71.4176,37.52,4.5,mb,,118,1.63,1.05,us,us20002ku4,2015-08-08T00:49:32.040Z,"23 km NNW of Kalabagh, Pakistan",earthquake,8.2,7.4,0.136,16,reviewed,us,us
2015-05-30T00:04:45.590Z,34.5823,90.9881,10,4.8,mb,,72,4.866,0.66,us,us20002kg5,2015-08-08T00:49:08.040Z,"Southern Qinghai, China",earthquake,6.8,1.8,0.047,136,reviewed,us,us
2015-05-29T10:00:00.270Z,27.9798,84.7819,10,4.8,mb,,41,0.542,0.91,us,us20002kau,2015-08-08T00:49:02.040Z,"47 km NE of Bharatpur, Nepal",earthquake,6.7,1.6,0.052,112,reviewed,us,us
2015-05-26T17:07:14.360Z,28.2338,85.1005,10,4.6,mb,,71,0.553,1.05,us,us10002c8p,2015-07-29T01:35:46.040Z,"62 km NNW of Kathmandu, Nepal",earthquake,6.6,1.9,0.06,83,reviewed,us,us
2015-05-22T10:59:33.780Z,27.9555,84.9671,10,4.7,mb,,41,0.392,0.88,us,us10002bcr,2015-07-29T01:35:33.040Z,"43 km NW of Kirtipur, Nepal",earthquake,5.5,1.7,0.056,97,reviewed,us,us
2015-05-20T09:02:32.260Z,27.3231,85.0483,10,4.6,mb,,145,5.85,0.81,us,us10002ar2,2015-07-23T01:04:13.040Z,"11 km S of Hetauda, Nepal",earthquake,6.8,1.7,0.077,52,reviewed,us,us
2015-05-16T11:34:09.980Z,27.5603,86.0734,7,5.5,mww,,13,4.928,0.72,us,us100029rn,2020-07-10T14:39:34.778Z,"45 km SSE of Kod?ri??, Nepal",earthquake,7.5,1.7,,,reviewed,us,us
2015-05-16T03:39:26.920Z,27.6386,85.713,10,4.7,mb,,40,5.182,0.55,us,us100029pb,2015-07-23T01:04:02.040Z,"16 km E of Dhulikhel, Nepal",earthquake,7.9,1.8,0.051,119,reviewed,us,us
2015-05-15T01:42:42.800Z,27.9719,84.7499,10,4.9,mb,,40,1.823,0.91,us,us1000295r,2015-07-23T01:03:59.040Z,"45 km NE of Bharatpur, Nepal",earthquake,8.1,1.8,0.047,145,reviewed,us,us
2015-05-13T21:38:06.390Z,27.7199,86.0503,8.38,5,mb,,40,0.715,0.65,us,us100028tz,2015-07-17T07:06:15.040Z,"28 km SSE of Kod?ri??, Nepal",earthquake,6.5,4.3,0.046,150,reviewed,us,us
2015-05-13T06:53:00.780Z,27.7201,86.1891,10,4.8,mb,,88,0.6,0.73,us,us20002ew5,2015-07-17T07:06:14.040Z,"35 km SE of Kod?ri??, Nepal",earthquake,8.7,1.9,0.059,87,reviewed,us,us
2015-05-13T06:37:30.290Z,27.7582,86.1379,10,4.5,mb,,146,0.629,0.93,us,us20002ew1,2015-07-17T07:06:14.040Z,"28 km SE of Kod?ri??, Nepal",earthquake,7.5,1.9,0.08,46,reviewed,us,us
2015-05-13T06:26:07.550Z,27.6539,86.1557,10,4.7,mb,,118,0.655,0.69,us,us20002evz,2015-07-17T07:06:14.040Z,"39 km SSE of Kod?ri??, Nepal",earthquake,6.7,1.9,0.061,89,reviewed,us,us
2015-05-12T21:25:11.930Z,27.783,84.6384,10,5.2,mb,,38,1.932,0.62,us,us20002etn,2015-07-17T07:06:14.040Z,"23 km ENE of Bharatpur, Nepal",earthquake,6,1.8,0.051,125,reviewed,us,us
2015-05-12T19:37:40.910Z,27.6868,86.1308,8.52,4.5,mb,,101,0.661,1.01,us,us20002ert,2015-07-17T07:06:13.040Z,"34 km SSE of Kod?ri??, Nepal",earthquake,5,4.1,0.066,67,reviewed,us,us
2015-05-12T17:28:39.250Z,27.4989,86.1266,10,4.8,mb,,44,0.76,0.75,us,us20002eqs,2015-07-17T07:06:12.040Z,"53 km SSE of Kod?ri??, Nepal",earthquake,7.4,1.8,0.048,135,reviewed,us,us
2015-05-12T13:58:57.540Z,27.6013,86.2659,10,4.5,mb,,142,0.6,0.37,us,us10002bgb,2015-07-17T07:06:12.040Z,"49 km WSW of Namche Bazar, Nepal",earthquake,4.9,1.9,0.18,9,reviewed,us,us
2015-05-12T12:28:22.930Z,27.6751,85.9931,10,4.5,mb,,101,0.778,1.21,us,us20002ena,2015-07-17T07:06:12.040Z,"Nepal",earthquake,4.6,1.9,0.091,35,reviewed,us,us
2015-05-12T10:41:32.260Z,27.716,86.2746,10,4.5,mb,,153,0.533,1.07,us,us10002bg8,2015-07-17T07:06:12.040Z,"41 km SE of Kod?ri??, Nepal",earthquake,6.4,1.9,0.094,33,reviewed,us,us
2015-05-12T10:40:07.870Z,27.7987,86.4044,10,4.6,mb,,145,0.394,0.46,us,us10002bh9,2015-07-17T07:06:12.040Z,"30 km W of Namche Bazar, Nepal",earthquake,6.9,1.9,0.223,6,reviewed,us,us
2015-05-12T10:35:39.950Z,27.6606,86.0849,10,4.5,mb,,38,0.708,1.11,us,us20002ems,2015-07-17T07:06:12.040Z,"35 km SSE of Kod?ri??, Nepal",earthquake,6.4,1.8,0.075,53,reviewed,us,us
2015-05-12T09:38:19.460Z,27.6658,86.2505,10,4.5,mb,,194,0.576,0.3,us,us10002bfm,2015-07-17T07:06:11.040Z,"43 km SE of Kod?ri??, Nepal",earthquake,7.5,2,0.242,5,reviewed,us,us
2015-05-12T09:02:09.780Z,27.7318,86.0672,10,4.6,mb,,79,0.696,0.78,us,us10002bfi,2015-07-17T07:06:11.040Z,"27 km SSE of Kod?ri??, Nepal",earthquake,6.9,1.8,0.083,43,reviewed,us,us
2015-05-12T08:59:39.740Z,27.7729,86.195,10,4.5,mb,,149,0.576,1.06,us,us20002emb,2015-07-17T07:06:11.040Z,"31 km SE of Kod?ri??, Nepal",earthquake,4.2,1.9,0.081,51,reviewed,us,us
2015-05-12T08:24:24.340Z,27.7486,86.0692,10,4.8,mb,,80,0.689,0.37,us,us100029fv,2015-07-17T07:06:11.040Z,"25 km SSE of Kod?ri??, Nepal",earthquake,3.2,1.9,0.058,93,reviewed,us,us
2015-05-12T08:21:10.760Z,27.7298,86.1316,15,5.2,mb,,42,0.643,0.7,us,us20002ekr,2015-07-17T07:06:11.040Z,"30 km SE of Kod?ri??, Nepal",earthquake,6.7,1.8,0.043,175,reviewed,us,us
2015-05-12T08:13:54.600Z,27.7629,85.7574,15,5.1,mb,,49,0.953,0.64,us,us20002ekq,2015-07-17T07:06:11.040Z,"23 km ENE of Nagarkot, Nepal",earthquake,8.3,1.8,0.046,152,reviewed,us,us
2015-05-12T08:06:05.530Z,27.7221,86.0161,15,5,mb,,42,0.742,0.78,us,us20002ekk,2015-07-17T07:06:11.040Z,"27 km SSE of Kod?ri??, Nepal",earthquake,5.7,1.8,0.044,168,reviewed,us,us
2015-05-12T07:57:17.360Z,27.7351,86.5554,10,4.5,mb,,156,0.317,0.88,us,us10002bf9,2015-07-17T07:06:11.040Z,"17 km WSW of Namche Bazar, Nepal",earthquake,6.2,1.9,0.102,31,reviewed,us,us
2015-05-12T07:48:51.490Z,27.7224,86.2576,10,4.9,mb,,78,0.544,0.7,us,us10002bh3,2015-07-17T07:06:11.040Z,"39 km SE of Kod?ri??, Nepal",earthquake,6.9,1.9,0.055,103,reviewed,us,us
2015-05-12T07:47:46.350Z,27.5579,86.039,10,4.9,mb,,80,0.792,0.73,us,us10002bg4,2015-07-17T07:06:11.040Z,"45 km S of Kod?ri??, Nepal",earthquake,5.1,1.8,0.054,106,reviewed,us,us
2015-05-12T07:43:17.310Z,27.6521,86.2387,11.77,4.9,mb,,70,0.592,0.49,us,us100029fi,2015-07-17T07:06:11.040Z,"44 km SE of Kod?ri??, Nepal",earthquake,5.7,4.5,0.064,77,reviewed,us,us
2015-05-12T07:36:54.490Z,27.625,86.1617,15,6.3,mww,,10,0.664,0.93,us,us20002ek5,2020-07-10T16:10:36.099Z,"42 km SSE of Kod?ri??, Nepal",earthquake,7.5,1.7,,,reviewed,us,us
2015-05-12T07:34:22.630Z,27.7458,86.2449,10,5.4,mb,,45,0.544,0.78,us,us20002ek3,2015-07-17T07:06:10.040Z,"37 km SE of Kod?ri??, Nepal",earthquake,6.3,1.8,0.042,196,reviewed,us,us
2015-05-12T07:23:32.670Z,27.5589,86.2566,10,5,mb,,243,0.632,0.36,us,us10002bgy,2015-07-17T07:06:10.040Z,"52 km WSW of Namche Bazar, Nepal",earthquake,6.7,2,0.096,35,reviewed,us,us
2015-05-12T07:22:15.290Z,27.5796,86.2338,10,4.8,mb,,48,0.636,0.62,us,us10002bg0,2015-07-17T07:06:10.040Z,"50 km SSE of Kod?ri??, Nepal",earthquake,6.9,1.9,0.089,39,reviewed,us,us
2015-05-12T07:20:47.170Z,27.3073,86.2369,10,4.9,mb,,100,0.825,0.65,us,us10002bfy,2015-07-17T07:06:10.040Z,"69 km NNW of Lah?n, Nepal",earthquake,7.2,1.9,0.09,43,reviewed,us,us
2015-05-12T07:17:20.640Z,27.7141,86.2177,13.01,5.5,mb,,66,0.579,0.89,us,us20002ek0,2020-07-10T16:10:24.635Z,"37 km SE of Kod?ri??, Nepal",earthquake,6.8,4.7,0.043,183,reviewed,us,us
2015-05-08T00:32:33.960Z,27.6418,85.979,11.56,4.9,mb,,77,0.802,0.66,us,us20002dn5,2015-07-17T07:05:57.040Z,"35 km S of Kod?ri??, Nepal",earthquake,5.7,4.2,0.044,164,reviewed,us,us
2015-05-04T01:15:07.070Z,27.6326,85.9746,10,4.5,mb,,54,0.809,0.89,us,us20002b2y,2015-07-09T22:00:09.040Z,"36 km S of Kod?ri??, Nepal",earthquake,6,1.8,0.066,66,reviewed,us,us
2015-05-02T05:35:46.930Z,28.3143,84.6576,10,4.9,mb,,91,1.935,0.86,us,us20002atq,2015-07-09T22:00:06.040Z,"Nepal",earthquake,7.9,1.8,0.058,93,reviewed,us,us
2015-04-29T22:10:52.110Z,28.33,87.2319,10,4.5,mb,,55,3.675,0.85,us,us20002abh,2015-07-03T00:23:48.040Z,"58 km NE of Lobujya, Nepal",earthquake,6.7,1.9,0.062,75,reviewed,us,us
2015-04-29T11:27:45.310Z,27.864,85.4086,10,4.6,mb,,94,5.342,0.59,us,us20002a59,2015-07-03T00:23:47.040Z,"19 km NW of Nagarkot, Nepal",earthquake,8.6,1.8,0.06,83,reviewed,us,us
2015-04-27T18:59:57.010Z,28.0066,84.682,21.35,4.8,mb,,61,1.884,0.74,us,us200029ma,2015-07-03T00:23:44.040Z,"43 km NNE of Bharatpur, Nepal",earthquake,3.9,4.5,0.055,102,reviewed,us,us
2015-04-27T12:35:53.930Z,26.8644,88.055,31.71,5.1,mb,,29,2.58,0.73,us,us200029k7,2015-07-03T00:23:44.040Z,"13 km ESE of Il?m, Nepal",earthquake,6.6,3.3,0.041,201,reviewed,us,us
2015-04-26T22:32:34.720Z,27.5298,85.6751,10,4.6,mb,,69,1.094,0.53,us,us200029gc,2015-07-03T00:23:43.040Z,"16 km ESE of Panauti, Nepal",earthquake,4.7,1.7,0.07,61,reviewed,us,us
2015-04-26T16:26:06.730Z,27.8297,85.865,14,5,mwb,,22,0.847,0.73,us,us200029ea,2015-07-03T00:23:42.040Z,"17 km SSW of Kod?ri??, Nepal",earthquake,5.6,1.7,0.044,50,reviewed,us,us
